Dataset,GWAS Type,Error Type,Error Rate,Approach,Epsilon,Retention Ratio
lactose,chi2,noise,0.1,proposed_dp_maf,0.1,0.03670634920634919
lactose,chi2,noise,0.1,proposed_dp_maf,0.5,0.14806547619047622
lactose,chi2,noise,0.1,proposed_dp_maf,0.5,0.12524801587301587
lactose,chi2,flipping,0.2,proposed_dp_maf,1.0,0.0881037751401253
lactose,chi2,flipping,0.2,proposed_dp_maf,1.0,0.10944197164523578
lactose,chi2,flipping,0.2,proposed_dp_maf,1.0,0.08564127926145731
lactose,chi2,flipping,0.2,proposed_dp_maf,1.0,0.10104475766567761
lactose,chi2,flipping,0.2,proposed_dp_maf,1.0,0.10647461259479069
lactose,chi2,flipping,0.2,proposed_dp_maf,1.0,0.10546488625123634
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.056944444444444464
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.05003654970760241
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.061769005847953196
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.06747076023391818
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.040935672514619936
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.07320906432748531
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.06644736842105259
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.07916666666666672
lactose,chi2,noise,0.2,proposed_dp_maf,0.5,0.22481725146198828
lactose,chi2,noise,0.2,proposed_dp_maf,0.5,0.2559210526315789
lactose,chi2,noise,0.2,proposed_dp_maf,0.5,0.22584064327485376
lactose,chi2,noise,0.2,proposed_dp_maf,0.5,0.22690058479532166
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.0524122807017543
lactose,chi2,noise,0.2,proposed_dp_maf,0.5,0.23728070175438593
lactose,chi2,noise,0.2,proposed_dp_maf,0.5,0.21396198830409358
lactose,chi2,noise,0.2,proposed_dp_maf,0.1,0.07565789473684215
lactose,chi2,noise,0.2,proposed_dp_maf,0.5,0.23512426900584799
lactose,chi2,noise,0.2,proposed_dp_maf,0.5,0.23059210526315788
lactose,chi2,flipping,0.3,proposed_dp_maf,1.0,0.16478893924135618
lactose,chi2,flipping,0.3,proposed_dp_maf,1.0,0.15888301443437403
lactose,chi2,flipping,0.3,proposed_dp_maf,1.0,0.17141868076535755
lactose,chi2,flipping,0.3,proposed_dp_maf,1.0,0.15919771735481708
lactose,chi2,flipping,0.3,proposed_dp_maf,1.0,0.16190416247062778
lactose,chi2,flipping,0.3,proposed_dp_maf,1.0,0.16402316213494456
lactose,chi2,noise,0.3,proposed_dp_maf,0.1,0.08448684702364267
lactose,chi2,noise,0.3,proposed_dp_maf,0.1,0.10499602840855998
lactose,chi2,noise,0.3,proposed_dp_maf,0.1,0.10247289972899731
lactose,chi2,noise,0.3,proposed_dp_maf,0.1,0.09278922530604611
lactose,chi2,noise,0.3,proposed_dp_maf,0.1,0.0635454630408373
lactose,chi2,noise,0.3,proposed_dp_maf,0.1,0.09615339687879632
lactose,chi2,noise,0.3,proposed_dp_maf,0.1,0.11961790954116436
lactose,chi2,noise,0.3,proposed_dp_maf,0.1,0.10415498551537239
lactose,chi2,noise,0.3,proposed_dp_maf,0.5,0.26127523128679564
lactose,chi2,noise,0.3,proposed_dp_maf,0.5,0.30136786281655914
lactose,chi2,noise,0.3,proposed_dp_maf,0.5,0.2805345294832259
lactose,chi2,noise,0.3,proposed_dp_maf,0.5,0.290218203906177
